nombre,precio,tienda,nombre_original
COBRA DE CRIPTA,1000,Pandora Store,COBRA DE CRIPTA - SINGLES MITOS Y LEYENDAS
EOS (HELÉNICA ANIV - PROMOCIONAL),1000,Pandora Store,EOS (HELÉNICA ANIV - PROMOCIONAL) - SINGLES MITOS Y LEYENDAS
RAYOS (HELÉNICA ANIV - PROMOCIONAL),1000,Pandora Store,RAYOS (HELÉNICA ANIV - PROMOCIONAL) - SINGLES MITOS Y LEYENDAS
SIR OSANAIN (LBPB24),1000,Pandora Store,SIR OSANAIN (LBPB24) - SINGLES MITOS Y LEYENDAS
NIMUE (LEYENDAS PB),1000,Pandora Store,NIMUE (LEYENDAS PB) - SINGLES MITOS Y LEYENDAS
NIMUE (KIT RACIAL 2024 - FOIL),1000,Pandora Store,NIMUE (KIT RACIAL 2024 - FOIL) - SINGLES MITOS Y LEYENDAS
FIESTA DE MAYO (LBPB24),1000,Pandora Store,FIESTA DE MAYO (LBPB24) - SINGLES MITOS Y LEYENDAS
UNA (CLÁSICO ESPS - REAL),1000,Pandora Store,UNA (CLÁSICO ESPS - REAL) - SINGLES MITOS Y LEYENDAS
TÓTEM DE RUNAS ELFICAS (ANIVERSARIO ES),1000,Pandora Store,TÓTEM DE RUNAS ELFICAS (ANIVERSARIO ES) - SINGLES MITOS Y LEYENDAS
FIESTAS DE TESEIAS (LOOTBOX 2023),1000,Pandora Store,FIESTAS DE TESEIAS (LOOTBOX 2023) - SINGLES MITOS Y LEYENDAS
MISTERIO DE LA ESFINGE,1000,Pandora Store,MISTERIO DE LA ESFINGE - SINGLES MITOS Y LEYENDAS
ANTROPOFAGOS,1000,Pandora Store,ANTROPOFAGOS - SINGLES MITOS Y LEYENDAS
PAN (LBPB24 - ARTE ALTERNATIVO),1000,Pandora Store,PAN (LBPB24 - ARTE ALTERNATIVO) - SINGLES MITOS Y LEYENDAS
AQUILES (LBPB24 - ARTE ALTERNATIVO),1000,Pandora Store,AQUILES (LBPB24 - ARTE ALTERNATIVO) - SINGLES MITOS Y LEYENDAS
TUTATIS (LBPB24 - ARTE ALTERNATIVO),1000,Pandora Store,TUTATIS (LBPB24 - ARTE ALTERNATIVO) - SINGLES MITOS Y LEYENDAS
ENVENAR LA TIERRA (LBPB24 - ARTE ALTERNATIVO),1000,Pandora Store,ENVENAR LA TIERRA (LBPB24 - ARTE ALTERNATIVO) - SINGLES MITOS Y LEYENDAS
MALDICIÓN DE DAANAN (HD ANIVERSARIO - REAL),1000,Pandora Store,MALDICIÓN DE DAANAN (HD ANIVERSARIO - REAL) - SINGLES MITOS Y LEYENDAS
FESTÍN (HELÉNICA ANIV - VC FOIL),1000,Pandora Store,FESTÍN (HELÉNICA ANIV - VC FOIL) - SINGLES MITOS Y LEYENDAS
EPONA (HD ANIVERSARIO - REAL),1000,Pandora Store,EPONA (HD ANIVERSARIO - REAL) - SINGLES MITOS Y LEYENDAS
TETHRA (HD ANIVERSARIO - REAL),1000,Pandora Store,TETHRA (HD ANIVERSARIO - REAL) - SINGLES MITOS Y LEYENDAS
AEDAN MACGABRAIN (HD ANIVERSARIO - REAL),1000,Pandora Store,AEDAN MACGABRAIN (HD ANIVERSARIO - REAL) - SINGLES MITOS Y LEYENDAS
PWYLL (HD ANIVERSARIO - REAL),1000,Pandora Store,PWYLL (HD ANIVERSARIO - REAL) - SINGLES MITOS Y LEYENDAS
GAE BOLGA (HD ANIVERSARIO - REAL - REWORK),1000,Pandora Store,GAE BOLGA (HD ANIVERSARIO - REAL - REWORK) - SINGLES MITOS Y LEYENDAS
SUMA (CRPB3 - SACERDOTE),1000,Pandora Store,SUMA (CRPB3 - SACERDOTE) - SINGLES MITOS Y LEYENDAS
GOLPEAR LA RAIZ BLACK,1000,Pandora Store,GOLPEAR LA RAIZ BLACK - SINGLES MITOS Y LEYENDAS
MANZANA DE SIDHE (KIT DRÁCULA),1000,Pandora Store,MANZANA DE SIDHE (KIT DRÁCULA)
OFRENDA A LOS DIOSES (LEYENDAS PB 3.0 - REALES),1000,Pandora Store,OFRENDA A LOS DIOSES (LEYENDAS PB 3.0 - REALES)
AED FINN (HD ANIVERSARIO - VC FOIL),1000,Pandora Store,AED FINN (HD ANIVERSARIO - VC FOIL)
BRIAN O'GRADY (HD ANIVERSARIO - REAL - REWORK),1000,Pandora Store,BRIAN O'GRADY (HD ANIVERSARIO - REAL - REWORK)
ESPADA NECROFAGA (HD ANIVERSARIO - REAL - REWORK),1000,Pandora Store,ESPADA NECROFAGA (HD ANIVERSARIO - REAL - REWORK)
BROCELIANDE (TKPB25 - NOBLEZA Y PODER),1000,Pandora Store,BROCELIANDE (TKPB25 - NOBLEZA Y PODER)
TUMBA DE BRAN (HD ANIVERSARIO - VC FOIL),1000,Pandora Store,TUMBA DE BRAN (HD ANIVERSARIO - VC FOIL)
JUICIO DE TUTATIS (TKPB25 - JUICIO Y VISIÓN),1000,Pandora Store,JUICIO DE TUTATIS (TKPB25 - JUICIO Y VISIÓN)
SIR ROBIN DE LOCKESLEY (LEYENDAS PB 3.0 - REALES),1000,Pandora Store,SIR ROBIN DE LOCKESLEY (LEYENDAS PB 3.0 - REALES)
LUGH (LEYENDAS PB 3.0 - MR),1000,Pandora Store,LUGH (LEYENDAS PB 3.0 - MR)
ASHRAYS (HD ANIVERSARIO - VC FOIL),1000,Pandora Store,ASHRAYS (HD ANIVERSARIO - VC FOIL)
BOOBRIE (HD ANIVERSARIO - VC FOIL),1000,Pandora Store,BOOBRIE (HD ANIVERSARIO - VC FOIL)
FERGUS (LEYENDAS PB 3.0 - MR),1000,Pandora Store,FERGUS (LEYENDAS PB 3.0 - MR)
BOCAN (HD ANIVERSARIO - VC FOIL),1000,Pandora Store,BOCAN (HD ANIVERSARIO - VC FOIL)
ESPADA DE CABALLERO,990,Pandora Store,ESPADA DE CABALLERO - SINGLES MITOS Y LEYENDAS
CONLA,990,Pandora Store,CONLA - SINGLES MITOS Y LEYENDAS
MIDYIR,990,Pandora Store,MIDYIR - SINGLES MITOS Y LEYENDAS
PEPI I,990,Pandora Store,PEPI I - SINGLES MITOS Y LEYENDAS
DRACO CONJURADOR FOIL,990,Pandora Store,DRACO CONJURADOR FOIL - SINGLES MITOS Y LEYENDAS
ANEIRIN,990,Pandora Store,ANEIRIN - SINGLES MITOS Y LEYENDAS
MENW,990,Pandora Store,MENW - SINGLES MITOS Y LEYENDAS
EL CASTILLO ROJO,990,Pandora Store,EL CASTILLO ROJO - SINGLES MITOS Y LEYENDAS
NIMUE (KIT RACIAL 2024 - FOIL),990,Pandora Store,NIMUE (KIT RACIAL 2024 - FOIL) - SINGLES MITOS Y LEYENDAS
TOQUE DE PERSIVAL,990,Pandora Store,TOQUE DE PERSIVAL - SINGLES MITOS Y LEYENDAS
DUQUE GODOFREDO ANIVERSARIO,990,Pandora Store,DUQUE GODOFREDO ANIVERSARIO - SINGLES MITOS Y LEYENDAS
LUGAID,990,Pandora Store,LUGAID - SINGLES MITOS Y LEYENDAS
HELENICA FOIL,990,Pandora Store,HELENICA FOIL - SINGLES MITOS Y LEYENDAS
SIR PERSIVAL ALTERNATIVO,990,Pandora Store,SIR PERSIVAL ALTERNATIVO - SINGLES MITOS Y LEYENDAS
OGHAM,990,Pandora Store,OGHAM - SINGLES MITOS Y LEYENDAS
ARMADURA DE BRONCE,990,Pandora Store,ARMADURA DE BRONCE - SINGLES MITOS Y LEYENDAS
EROS,990,Pandora Store,EROS - SINGLES MITOS Y LEYENDAS
LEVITAR CIUDAD,990,Pandora Store,LEVITAR CIUDAD - SINGLES MITOS Y LEYENDAS
HELIOS,990,Pandora Store,HELIOS - SINGLES MITOS Y LEYENDAS
CARMIX,990,Pandora Store,CARMIX - SINGLES MITOS Y LEYENDAS
MERCADERES,990,Pandora Store,MERCADERES - SINGLES MITOS Y LEYENDAS
PAIS SIN LUZ FOIL,990,Pandora Store,PAIS SIN LUZ FOIL - SINGLES MITOS Y LEYENDAS
RHIANNON,990,Pandora Store,RHIANNON - SINGLES MITOS Y LEYENDAS
NEFERITE I,990,Pandora Store,NEFERITE I - SINGLES MITOS Y LEYENDAS
AHMOSIS EL DE FUEGO,990,Pandora Store,AHMOSIS EL DE FUEGO - SINGLES MITOS Y LEYENDAS
PTOLOMEO III,990,Pandora Store,PTOLOMEO III - SINGLES MITOS Y LEYENDAS
DESTROZAR LA MENTE,990,Pandora Store,DESTROZAR LA MENTE - SINGLES MITOS Y LEYENDAS
TORMENTA DE DRAGÓN,990,Pandora Store,TORMENTA DE DRAGÓN - SINGLES MITOS Y LEYENDAS
HERRERO,990,Pandora Store,HERRERO - SINGLES MITOS Y LEYENDAS
NIMUE 2.0,990,Pandora Store,NIMUE 2.0 - SINGLES MITOS Y LEYENDAS
ALIENTO DE LUZ,990,Pandora Store,ALIENTO DE LUZ - SINGLES MITOS Y LEYENDAS
SIR JASON DE LA SANGRE,990,Pandora Store,SIR JASON DE LA SANGRE - SINGLES MITOS Y LEYENDAS
PTAH,990,Pandora Store,PTAH - SINGLES MITOS Y LEYENDAS
JURAMENTO FERRICO,990,Pandora Store,JURAMENTO FERRICO - SINGLES MITOS Y LEYENDAS
GENTE DEL MUSGO,990,Pandora Store,GENTE DEL MUSGO - SINGLES MITOS Y LEYENDAS
CUCHULAIN,990,Pandora Store,CUCHULAIN - SINGLES MITOS Y LEYENDAS
ULSTER,990,Pandora Store,ULSTER - SINGLES MITOS Y LEYENDAS
SAKRAHAM,990,Pandora Store,SAKRAHAM - SINGLES MITOS Y LEYENDAS
TUTHU,990,Pandora Store,TUTHU - SINGLES MITOS Y LEYENDAS
ALAS DE ICARO,990,Pandora Store,ALAS DE ICARO - SINGLES MITOS Y LEYENDAS
HAQUIKA,990,Pandora Store,HAQUIKA - SINGLES MITOS Y LEYENDAS
BIBLIOTECA ETERNA,990,Pandora Store,BIBLIOTECA ETERNA - SINGLES MITOS Y LEYENDAS
ESPARTACO,990,Pandora Store,ESPARTACO - SINGLES MITOS Y LEYENDAS
TEMIS,990,Pandora Store,TEMIS - SINGLES MITOS Y LEYENDAS
TITANES KIT 3.0,990,Pandora Store,TITANES KIT 3.0 - SINGLES MITOS Y LEYENDAS
DRAGONES,990,Pandora Store,DRAGONES - SINGLES MITOS Y LEYENDAS
FAERIES,990,Pandora Store,FAERIES - SINGLES MITOS Y LEYENDAS
CODEX ARTURICUS,990,Pandora Store,CODEX ARTURICUS - SINGLES MITOS Y LEYENDAS
HERRERO ALTERNATIVO,990,Pandora Store,HERRERO ALTERNATIVO - SINGLES MITOS Y LEYENDAS
HEROES KIT 3.0,990,Pandora Store,HEROES KIT 3.0 - SINGLES MITOS Y LEYENDAS
LA ILIADA,990,Pandora Store,LA ILIADA - SINGLES MITOS Y LEYENDAS
DEIDADES EGIPCIAS,990,Pandora Store,DEIDADES EGIPCIAS - SINGLES MITOS Y LEYENDAS
COLISEO,990,Pandora Store,COLISEO - SINGLES MITOS Y LEYENDAS
OENGUS,990,Pandora Store,OENGUS - SINGLES MITOS Y LEYENDAS
CONDENAR AL CRUEL,990,Pandora Store,CONDENAR AL CRUEL - SINGLES MITOS Y LEYENDAS
VINCEGERATORIX REWORK,990,Pandora Store,VINCEGERATORIX REWORK - SINGLES MITOS Y LEYENDAS
OSIRIS HA MUERTO,990,Pandora Store,OSIRIS HA MUERTO - SINGLES MITOS Y LEYENDAS
ORION,990,Pandora Store,ORION - SINGLES MITOS Y LEYENDAS
CONSTANTINO KIT 3.0,990,Pandora Store,CONSTANTINO KIT 3.0 - SINGLES MITOS Y LEYENDAS
LUZ DE POSEIDON,990,Pandora Store,LUZ DE POSEIDON - SINGLES MITOS Y LEYENDAS
ASCLEPIO,990,Pandora Store,ASCLEPIO - SINGLES MITOS Y LEYENDAS
LAS BACANTES,990,Pandora Store,LAS BACANTES - SINGLES MITOS Y LEYENDAS
YELMO DE LEGIONARIO REWORK,990,Pandora Store,YELMO DE LEGIONARIO REWORK - SINGLES MITOS Y LEYENDAS
ARMAS LEGADAS,990,Pandora Store,ARMAS LEGADAS - SINGLES MITOS Y LEYENDAS
DUELO INJUSTO,990,Pandora Store,DUELO INJUSTO - SINGLES MITOS Y LEYENDAS
PIRITOO,990,Pandora Store,PIRITOO - SINGLES MITOS Y LEYENDAS
REINA HIPOLITA,990,Pandora Store,REINA HIPOLITA - SINGLES MITOS Y LEYENDAS
MAZA DE BRONCE,990,Pandora Store,MAZA DE BRONCE - SINGLES MITOS Y LEYENDAS
PROCUSTES,990,Pandora Store,PROCUSTES - SINGLES MITOS Y LEYENDAS
SINIS,990,Pandora Store,SINIS - SINGLES MITOS Y LEYENDAS
HERACLES,990,Pandora Store,HERACLES - SINGLES MITOS Y LEYENDAS
PRYDERI,990,Pandora Store,PRYDERI  - SINGLES MITOS Y LEYENDAS
CROM CRUACH,990,Pandora Store,CROM CRUACH  - SINGLES MITOS Y LEYENDAS
EXILIO,990,Pandora Store,EXILIO  - SINGLES MITOS Y LEYENDAS
MACDA THO,990,Pandora Store,MACDA THO - SINGLES MITOS Y LEYENDAS
MINOTAURO DE CRETA,990,Pandora Store,MINOTAURO DE CRETA - SINGLES MITOS Y LEYENDAS
SIR PERSIVAL,990,Pandora Store,SIR PERSIVAL - SINGLES MITOS Y LEYENDAS
FEDERICO BARBARROJA,990,Pandora Store,FEDERICO BARBARROJA - SINGLES MITOS Y LEYENDAS
NEFERURA,990,Pandora Store,NEFERURA - SINGLES MITOS Y LEYENDAS
ARISTOTELES,990,Pandora Store,ARISTOTELES - SINGLES MITOS Y LEYENDAS
IHY BLACK,990,Pandora Store,IHY BLACK - SINGLES MITOS Y LEYENDAS
PANYA,990,Pandora Store,PANYA - SINGLES MITOS Y LEYENDAS
SIR BALIN,990,Pandora Store,SIR BALIN - SINGLES MITOS Y LEYENDAS
ALEJANDRO II,990,Pandora Store,ALEJANDRO II - SINGLES MITOS Y LEYENDAS
BRIDEI,990,Pandora Store,BRIDEI - SINGLES MITOS Y LEYENDAS
GRUAGASH,990,Pandora Store,GRUAGASH - SINGLES MITOS Y LEYENDAS
LA SERPIENTE ROJA,990,Pandora Store,LA SERPIENTE ROJA - SINGLES MITOS Y LEYENDAS
ETHAIN,990,Pandora Store,ETHAIN - SINGLES MITOS Y LEYENDAS
MATHGEN EL MAGO,990,Pandora Store,MATHGEN EL MAGO - SINGLES MITOS Y LEYENDAS
ATACAR LA BARCA,990,Pandora Store,ATACAR LA BARCA - SINGLES MITOS Y LEYENDAS
ATENEA,990,Pandora Store,ATENEA - SINGLES MITOS Y LEYENDAS
GAIA,990,Pandora Store,GAIA - SINGLES MITOS Y LEYENDAS
TRITON,990,Pandora Store,TRITON - SINGLES MITOS Y LEYENDAS
HORDA FOMORE FOIL,990,Pandora Store,HORDA FOMORE FOIL - SINGLES MITOS Y LEYENDAS
ESCUDO DE PERSEO,990,Pandora Store,ESCUDO DE PERSEO - SINGLES MITOS Y LEYENDAS
LAS ERINIAS FOIL,990,Pandora Store,LAS ERINIAS FOIL - SINGLES MITOS Y LEYENDAS
FENIX FOIL,990,Pandora Store,FENIX FOIL - SINGLES MITOS Y LEYENDAS
LETANIA ANIVERSARIO,990,Pandora Store,LETANIA ANIVERSARIO - SINGLES MITOS Y LEYENDAS
TUMULARIO ANIVERSARIO,990,Pandora Store,TUMULARIO ANIVERSARIO - SINGLES MITOS Y LEYENDAS
WYRM ABISMAL SHOGUN,990,Pandora Store,WYRM ABISMAL SHOGUN - SINGLES MITOS Y LEYENDAS
TAMIS SHOGUN,990,Pandora Store,TAMIS SHOGUN - SINGLES MITOS Y LEYENDAS
CONSUMIR LAS AGUAS SHOGUN,990,Pandora Store,CONSUMIR LAS AGUAS SHOGUN - SINGLES MITOS Y LEYENDAS
GUADAÑA ARDIENTE INFERNO,990,Pandora Store,GUADAÑA ARDIENTE INFERNO - SINGLES MITOS Y LEYENDAS
SUSURROS INFERNO,990,Pandora Store,SUSURROS INFERNO - SINGLES MITOS Y LEYENDAS
CORTE SEELIE,990,Pandora Store,CORTE SEELIE - SINGLES MITOS Y LEYENDAS
DEFENSORES CELTAS ANIVERSARIO,990,Pandora Store,DEFENSORES CELTAS ANIVERSARIO - SINGLES MITOS Y LEYENDAS
BELENOS,990,Pandora Store,BELENOS - SINGLES MITOS Y LEYENDAS
SAJONES ANIVERSARIO,990,Pandora Store,SAJONES ANIVERSARIO - SINGLES MITOS Y LEYENDAS
CONSTANTINO,990,Pandora Store,CONSTANTINO - SINGLES MITOS Y LEYENDAS
CAPA DE INVISIBILIDAD,990,Pandora Store,CAPA DE INVISIBILIDAD - SINGLES MITOS Y LEYENDAS
ZORRO DE FUEGO (HD ANIVERSARIO - VC FOIL),990,Pandora Store,ZORRO DE FUEGO (HD ANIVERSARIO - VC FOIL) - SINGLES MITOS Y LEYENDAS
IRA IGNEA (LEYENDAS PB 3.0 - REALES),990,Pandora Store,IRA IGNEA (LEYENDAS PB 3.0 - REALES) - SINGLES MITOS Y LEYENDAS
EROS (KIT RACIAL 2024 - FOIL),990,Pandora Store,EROS (KIT RACIAL 2024 - FOIL) - SINGLES MITOS Y LEYENDAS
MINOTAURO DE CRETA (LBPB24 - ARTE ALTERNATIVO),990,Pandora Store,MINOTAURO DE CRETA (LBPB24 - ARTE ALTERNATIVO) - SINGLES MITOS Y LEYENDAS
FIESTA DE SANGRE (LBPB24),990,Pandora Store,FIESTA DE SANGRE (LBPB24) - SINGLES MITOS Y LEYENDAS
OGMA (HD ANIVERSARIO - REAL - REWORK),990,Pandora Store,OGMA (HD ANIVERSARIO - REAL - REWORK) - SINGLES MITOS Y LEYENDAS
CLIO,890,Pandora Store,CLIO - SINGLES MITOS Y LEYENDAS
MOMIFICACION,890,Pandora Store,MOMIFICACION - SINGLES MITOS Y LEYENDAS
SEHETEPIBRE FOIL,890,Pandora Store,SEHETEPIBRE FOIL - SINGLES MITOS Y LEYENDAS
TRAICION DE SETH,890,Pandora Store,TRAICION DE SETH - SINGLES MITOS Y LEYENDAS
PRODUCIR TERREMOTO,890,Pandora Store,PRODUCIR TERREMOTO - SINGLES MITOS Y LEYENDAS
MORGANA,890,Pandora Store,MORGANA - SINGLES MITOS Y LEYENDAS
SLAINE,890,Pandora Store,SLAINE - SINGLES MITOS Y LEYENDAS
DRAGON DE LUZ,890,Pandora Store,DRAGON DE LUZ - SINGLES MITOS Y LEYENDAS
EL OSCURO HADES,890,Pandora Store,EL OSCURO HADES - SINGLES MITOS Y LEYENDAS
DRAGON NUBE,890,Pandora Store,DRAGON NUBE - SINGLES MITOS Y LEYENDAS
OLIMPICOS KIT 3.0,890,Pandora Store,OLIMPICOS KIT 3.0 - SINGLES MITOS Y LEYENDAS
GUERREROS EGIPCIOS ALTERNATIVO,890,Pandora Store,GUERREROS EGIPCIOS ALTERNATIVO - SINGLES MITOS Y LEYENDAS
MAFEDET,890,Pandora Store,MAFEDET - SINGLES MITOS Y LEYENDAS
OSIRIS HA MUERTO,890,Pandora Store,OSIRIS HA MUERTO - SINGLES MITOS Y LEYENDAS
MAAT ETERNO,890,Pandora Store,MAAT ETERNO - SINGLES MITOS Y LEYENDAS
NEMTY,890,Pandora Store,NEMTY - SINGLES MITOS Y LEYENDAS
ORFEO,890,Pandora Store,ORFEO - SINGLES MITOS Y LEYENDAS
"FERGUS, MOR MACERIC",890,Pandora Store,"FERGUS, MOR MACERIC - SINGLES MITOS Y LEYENDAS"
IDMON EL ADIVINO,890,Pandora Store,IDMON EL ADIVINO - SINGLES MITOS Y LEYENDAS
AVALON,890,Pandora Store,AVALON - SINGLES MITOS Y LEYENDAS
WYRM ABISMAL,890,Pandora Store,WYRM ABISMAL - SINGLES MITOS Y LEYENDAS
RED DE ARACNE,890,Pandora Store,RED DE ARACNE - SINGLES MITOS Y LEYENDAS
ARCO DE SATIS,890,Pandora Store,ARCO DE SATIS - SINGLES MITOS Y LEYENDAS
CUNA DE WURMS,890,Pandora Store,CUNA DE WURMS - SINGLES MITOS Y LEYENDAS
MAQUINA DE GUERRA,890,Pandora Store,MAQUINA DE GUERRA - SINGLES MITOS Y LEYENDAS
TEMPLO DE LA CAZADORA,890,Pandora Store,TEMPLO DE LA CAZADORA - SINGLES MITOS Y LEYENDAS
ATENAS,890,Pandora Store,ATENAS - SINGLES MITOS Y LEYENDAS
MORGANA (LEYENDAS PB 3.0 - MR),890,Pandora Store,MORGANA (LEYENDAS PB 3.0 - MR) - SINGLES MITOS Y LEYENDAS
MORGANA (KIT RACIAL 2024 - FOIL),890,Pandora Store,MORGANA (KIT RACIAL 2024 - FOIL) - SINGLES MITOS Y LEYENDAS
AMENOFIS III,890,Pandora Store,AMENOFIS III - SINGLES MITOS Y LEYENDAS
SETI (CLÁSICO DOMRA - REAL),890,Pandora Store,SETI (CLÁSICO DOMRA - REAL) - SINGLES MITOS Y LEYENDAS
IMENTET (CRPB3 - ETERNO),890,Pandora Store,IMENTET (CRPB3 - ETERNO) - SINGLES MITOS Y LEYENDAS
LINAJE CELTA,800,Pandora Store,LINAJE CELTA - SINGLES MITOS Y LEYENDAS
JOYERO ANIVERSARIO,800,Pandora Store,JOYERO ANIVERSARIO - SINGLES MITOS Y LEYENDAS
CARRO CELTA,800,Pandora Store,CARRO CELTA - SINGLES MITOS Y LEYENDAS
ANFITRITE,800,Pandora Store,ANFITRITE - SINGLES MITOS Y LEYENDAS
SIR PALAMADES FOIL,790,Pandora Store,SIR PALAMADES FOIL - SINGLES MITOS Y LEYENDAS
ANEIRIN (KIT DE BATALLA LPB3.0 - ORDEN),700,Pandora Store,ANEIRIN (KIT DE BATALLA LPB3.0 - ORDEN) - SINGLES MITOS Y LEYENDAS
LA VELUE,690,Pandora Store,LA VELUE - SINGLES MITOS Y LEYENDAS
Y DDRAIG AUR,690,Pandora Store,Y DDRAIG AUR - SINGLES MITOS Y LEYENDAS
CARAVANA DE LOS MUERTOS,690,Pandora Store,CARAVANA DE LOS MUERTOS - SINGLES MITOS Y LEYENDAS
LOCHABER,690,Pandora Store,LOCHABER - SINGLES MITOS Y LEYENDAS
DARIO EL GRANDE LPB23,690,Pandora Store,DARIO EL GRANDE LPB23 - SINGLES MITOS Y LEYENDAS
DUAT,690,Pandora Store,DUAT - SINGLES MITOS Y LEYENDAS
PERSES FOIL,690,Pandora Store,PERSES FOIL - SINGLES MITOS Y LEYENDAS
PAN FOIL,690,Pandora Store,PAN FOIL - SINGLES MITOS Y LEYENDAS
DRAGONES 3.0,690,Pandora Store,DRAGONES 3.0 - SINGLES MITOS Y LEYENDAS
DRAGON NUBE KIT 3.0,690,Pandora Store,DRAGON NUBE KIT 3.0 - SINGLES MITOS Y LEYENDAS
ESCILA KIT 3.0,690,Pandora Store,ESCILA KIT 3.0 - SINGLES MITOS Y LEYENDAS
ATLANTIDA,690,Pandora Store,ATLANTIDA - SINGLES MITOS Y LEYENDAS
DRAGON NIVAL KIT 3.0,690,Pandora Store,DRAGON NIVAL KIT 3.0 - SINGLES MITOS Y LEYENDAS
NEHMETAWY,690,Pandora Store,NEHMETAWY - SINGLES MITOS Y LEYENDAS
ASTREO,690,Pandora Store,ASTREO - SINGLES MITOS Y LEYENDAS
GRAN KOPESH,690,Pandora Store,GRAN KOPESH - SINGLES MITOS Y LEYENDAS
BLADUD,690,Pandora Store,BLADUD - SINGLES MITOS Y LEYENDAS
TORO CASTIGADOR,690,Pandora Store,TORO CASTIGADOR - SINGLES MITOS Y LEYENDAS
CONDENADOS AL TARTARO,690,Pandora Store,CONDENADOS AL TARTARO - SINGLES MITOS Y LEYENDAS
DRAGON DE AGUA,690,Pandora Store,DRAGON DE AGUA - SINGLES MITOS Y LEYENDAS
CASA DE HESTIA,690,Pandora Store,CASA DE HESTIA - SINGLES MITOS Y LEYENDAS
MACHA,690,Pandora Store,MACHA - SINGLES MITOS Y LEYENDAS
DUENDES (AESX - AERS MÁGICA),600,Pandora Store,DUENDES (AESX - AERS MÁGICA) - SINGLES MITOS Y LEYENDAS
QER-HER ALTERNATIVO,590,Pandora Store,QER-HER ALTERNATIVO - SINGLES MITOS Y LEYENDAS
SEBILE,500,Pandora Store,SEBILE - SINGLES MITOS Y LEYENDAS
SIR BOORES (LEYENDAS PB 3.0 - REALES),500,Pandora Store,SIR BOORES (LEYENDAS PB 3.0 - REALES) - SINGLES MITOS Y LEYENDAS
LAEGERIE,500,Pandora Store,LAEGERIE - SINGLES MITOS Y LEYENDAS
QER-HER,500,Pandora Store,QER-HER - SINGLES MITOS Y LEYENDAS
REINA GUINIVERE,500,Pandora Store,REINA GUINIVERE - SINGLES MITOS Y LEYENDAS
TITANIA,500,Pandora Store,TITANIA - SINGLES MITOS Y LEYENDAS
CIRENE,500,Pandora Store,CIRENE - SINGLES MITOS Y LEYENDAS
AIBELL,500,Pandora Store,AIBELL - SINGLES MITOS Y LEYENDAS
TAKELOT,500,Pandora Store,TAKELOT - SINGLES MITOS Y LEYENDAS
TUTANKAMON,500,Pandora Store,TUTANKAMON - SINGLES MITOS Y LEYENDAS
KIYA,500,Pandora Store,KIYA - SINGLES MITOS Y LEYENDAS
COLMILLO NEGRO,500,Pandora Store,COLMILLO NEGRO - SINGLES MITOS Y LEYENDAS
DIANAN Y BECHULLE,500,Pandora Store,DIANAN Y BECHULLE - SINGLES MITOS Y LEYENDAS
AED,500,Pandora Store,AED - SINGLES MITOS Y LEYENDAS
ALTO DRUIDA,500,Pandora Store,ALTO DRUIDA - SINGLES MITOS Y LEYENDAS
BOLA DE ENERGIA,500,Pandora Store,BOLA DE ENERGIA  - SINGLES MITOS Y LEYENDAS
CARGA BRIGANTE,500,Pandora Store,CARGA BRIGANTE - SINGLES MITOS Y LEYENDAS
ARAE,500,Pandora Store,ARAE - SINGLES MITOS Y LEYENDAS
EL POETA,500,Pandora Store,EL POETA - SINGLES MITOS Y LEYENDAS
FALSA GUINEVERE,500,Pandora Store,FALSA GUINEVERE - SINGLES MITOS Y LEYENDAS
BANDIDOS PICTOS,500,Pandora Store,BANDIDOS PICTOS - SINGLES MITOS Y LEYENDAS
FUATH,500,Pandora Store,FUATH - SINGLES MITOS Y LEYENDAS
NOCTUMBROS,500,Pandora Store,NOCTUMBROS - SINGLES MITOS Y LEYENDAS
ESPADA BRUJA,500,Pandora Store,ESPADA BRUJA - SINGLES MITOS Y LEYENDAS
BRAN (HD ANIVERSARIO - PROMOCIONAL),500,Pandora Store,BRAN (HD ANIVERSARIO - PROMOCIONAL) - SINGLES MITOS Y LEYENDAS
BIBLIOTECA ETERNA (TKPB25 - JUICIO Y VISIÓN)),500,Pandora Store,BIBLIOTECA ETERNA (TKPB25 - JUICIO Y VISIÓN)) - SINGLES MITOS Y LEYENDAS
RED DE PLATA (TKPB25 - JUICIO Y VISIÓN),500,Pandora Store,RED DE PLATA (TKPB25 - JUICIO Y VISIÓN) - SINGLES MITOS Y LEYENDAS
DESPERTAR OSCURO (TKPB25 - JUICIO Y VISIÓN),500,Pandora Store,DESPERTAR OSCURO (TKPB25 - JUICIO Y VISIÓN) - SINGLES MITOS Y LEYENDAS
FUEGO MÁGICO (HD ANIVERSARIO - REAL),500,Pandora Store,FUEGO MÁGICO (HD ANIVERSARIO - REAL) - SINGLES MITOS Y LEYENDAS
CALEDONIA (HD ANIVERSARIO - REAL),500,Pandora Store,CALEDONIA (HD ANIVERSARIO - REAL) - SINGLES MITOS Y LEYENDAS
PIEDRAS AZULES (HD ANIVERSARIO - VC FOIL),500,Pandora Store,PIEDRAS AZULES (HD ANIVERSARIO - VC FOIL) - SINGLES MITOS Y LEYENDAS
LEVANTAR A LOS MUERTOS (LEYENDAS PB 3.0 - REALES),500,Pandora Store,LEVANTAR A LOS MUERTOS (LEYENDAS PB 3.0 - REALES) - SINGLES MITOS Y LEYENDAS
